ID,stream,position,trap,time,order,suborder,family,subfamily,genus,species,number,comment,label on Eppi (y/n),same as in table,
294,Modenbach,down,1,2018-04-19,Sonstige,,,,,,6,"3 Asseln, 3 Wanzen",n,,
295,Modenbach,down,1,2018-04-19,Hymenoptera,,,,,,1,,n,,
296,Modenbach,down,1,2018-04-19,Diptera,,,,,,2,,,,
297,Modenbach,down,1,2018-04-19,Diptera,Brachycera,Empididae,,,,13,,,,
298,Dierbach,up,2,2018-04-19,Diptera,Nematocera,Chironomidae,,,,64,,,,
299,Dierbach,up,2,2018-04-19,Hymenoptera,,,,,,1,,y,y,
300,Dierbach,up,2,2018-04-19,Plecoptera,,Nemouridae,,Nemurella,pictetii,1,,,,
301,Modenbach,down,2,2018-04-19,Diptera,Brachycera,,,,,1,,,,
302,Modenbach,down,2,2018-04-19,Diptera,Nematocera,Chironomidae,,,,7,,,,
303,Modenbach,down,2,2018-04-19,Ephemeroptera,,Baetidae,,Baetis,,6,,,,
304,Otterbach,down,1,2018-04-19,Coleoptera,,,,,,3,,y,y,
305,Otterbach,down,1,2018-04-19,Sonstige,,,,,,2,"1 Ohrenkneifer, 1 collembola",n,,
306,Otterbach,down,1,2018-04-19,Diptera,Nematocera,Chironomidae,,,,7,,,,
307,Otterbach,down,1,2018-04-19,Ephemeroptera,,Baetidae,,Baetis,,1,,,,
308,Russbach,up,1,2018-04-19,Ephemeroptera,,Baetidae,,Baetis,,1,,,,
309,Russbach,up,1,2018-04-19,Diptera,Nematocera,Chironomidae,,,,4,,,,
310,Dierbach,up,1,2018-04-19,Coleoptera,,,,,,1,,y,y,
311,Dierbach,up,1,2018-04-19,Diptera,Nematocera,Chironomidae,,,,19,,,,
312,Dierbach,up,1,2018-04-19,Diptera,Nematocera,Simuliidae,,,,3,,,,
313,Dierbach,up,1,2018-04-19,Ephemeroptera,,Baetidae,,Baetis,,1,,,,
314,Dierbach,up,1,2018-04-19,Plecoptera,,Leuctridae,,,,10,,,,
315,Dierbach,up,1,2018-04-19,Plecoptera,,Nemouridae,,Nemoura,,1,,,,
316,Hainbach,up,1,2018-04-19,Coleoptera,,,,,,9,,y,y,
317,Hainbach,up,1,2018-04-19,Arachnida,,Araneae,,,,1,,n,n,
318,Hainbach,up,1,2018-04-19,Diptera,Nematocera,Chironomidae,,,,7,,,,
319,Hainbach,up,1,2018-04-19,Ephemeroptera,,Baetidae,,Baetis,,1,,,,
320,Hainbach,up,1,2018-04-19,Diptera,Nematocera,Simuliidae,,,,1,,,,
321,Hainbach,up,1,2018-04-19,Diptera,Brachycera,Empididae,,,,1,,,,
322,Hainbach,up,1,2018-04-19,Hymenoptera,,,,,,1,,n,n,
323,Klingbach,up,1,2018-04-19,Coleoptera,,,,,,2,,y,y,
324,Klingbach,up,1,2018-04-19,Diptera,Nematocera,Chironomidae,,,,15,,,,
325,Klingbach,up,1,2018-04-19,Hymenoptera,,,,,,4,,n,n,
326,Klingbach,up,1,2018-04-19,Diptera,Brachycera,Empididae,,,,1,,,,
327,Klingbach,up,1,2018-04-19,Ephemeroptera,,Baetidae,,Baetis,,1,vergammelt nicht für analyse,,,
328,Kaiserbach,up,1,2018-04-19,Coleoptera,,,,,,2,,y,y,
329,Kaiserbach,up,1,2018-04-19,Ephemeroptera,,Baetidae,,Baetis,,5,,,,
330,Kaiserbach,up,1,2018-04-19,Diptera,Nematocera,Chironomidae,,,,1,,,,
331,Kaiserbach,up,2,2018-04-19,Coleoptera,,,,,,1,,y,y,
332,Kaiserbach,up,1,2018-04-19,Sonstige,,,,,,1,,n,,
333,Kropsbach,down,1,2018-04-19,Arachnida,,Araneae,,,,2,,y,y,
334,Kropsbach,down,1,2018-04-19,Coleoptera,,,,,,1,,n,,
335,Hainbach,down,1,2018-04-19,Diptera,Nematocera,Chironomidae,,,,113,,,,
336,Hainbach,down,1,2018-04-19,Coleoptera,,,,,,2,,y,y,
337,Klingbach,down,2,2018-04-19,Coleoptera,,,,,,3,,y,y,
338,Klingbach,down,2,2018-04-19,Ephemeroptera,,Baetidae,,Baetis,,2,,,,
339,Klingbach,down,2,2018-04-19,Arachnida,,Araneae,,,,1,,n,,
340,Hainbach,up,2,2018-04-19,Hymenoptera,,,,,,1,,y,y,
341,Hainbach,up,2,2018-04-19,Diptera,Nematocera,Chironomidae,,,,2,,,,
342,Triefenbach,up,2,2018-04-19,Ephemeroptera,,Baetidae,,Baetis,,2,,,,
343,Triefenbach,up,2,2018-04-19,Diptera,Nematocera,Chironomidae,,,,4,,,,
344,Triefenbach,up,2,2018-04-19,Trichoptera,,Goeridae,,,,1,"Sporne 2,4,4; Maxilarpalpenglieder 3, keine Ocellen",,,
345,Klingbach,down,2,2018-04-19,Diptera,Nematocera,Chironomidae,,,,1,,,,
346,Russbach,down,1,2018-04-19,Sonstige,,,,,,1,1 Thysanoptera,y,y,
347,Russbach,down,1,2018-04-19,Diptera,Nematocera,Chironomidae,,,,6,,,,
348,Kropsbach,down,2,2018-04-19,Wasserläufer,,,,,,3,,y,y,
349,Kropsbach,down,2,2018-04-19,Diptera,Nematocera,Chironomidae,,,,48,,,,
350,Kropsbach,down,2,2018-04-19,Diptera,Brachycera,,,,,1,,,,
351,Klingbach,down,1,2018-04-19,Coleoptera,,,,,,6,,y,y,
352,Klingbach,down,1,2018-04-19,Ephemeroptera,,Baetidae,,Baetis,,3,,,,
353,Klingbach,down,1,2018-04-19,Diptera,Nematocera,Chironomidae,,,,4,,,,
354,Klingbach,down,1,2018-04-19,Sonstige,,,,,,3,"2 Hymenoptera, 1 Raupe",n,,
355,Otterbach,down,2,2018-04-19,Diptera,Nematocera,Chironomidae,,,,20,,,,
356,Otterbach,down,2,2018-04-19,Coleoptera,,,,,,3,,y,y,
357,Otterbach,down,2,2018-04-19,Diptera,Nematocera,Psychodidae,,,,2,,,,
358,Otterbach,down,2,2018-04-19,Ephemeroptera,,Baetidae,,Baetis,,1,,,,
359,Otterbach,down,2,2018-04-19,Sonstige,,,,,,1,raupe,n,n,
360,Kaiserbach,down,1,2018-04-19,Coleoptera,,,,,,1,,y,y,
361,Kaiserbach,down,1,2018-04-19,Diptera,Nematocera,Chironomidae,,,,8,,,,
362,Kaiserbach,down,1,2018-04-19,Sonstige,,,,,,,thysanoptera,,,
363,Klingbach,up,2,2018-04-19,Ephemeroptera,,Baetidae,,Baetis,,2,,,,
364,Klingbach,up,2,2018-04-19,Diptera,Nematocera,Chironomidae,,,,19,,,,
365,Kropsbach,up,1,2018-04-19,Diptera,Nematocera,Chironomidae,,,,16,,,,
366,Kropsbach,up,1,2018-04-19,Diptera,Nematocera,Simuliidae,,,,2,kapputte vicher,,,
367,Kropsbach,up,1,2018-04-19,Plecoptera,,Taeniopterygidae,,Brachyptera,,2,,,,
368,Otterbach,up,1,2018-04-19,Sonstige,,,,,,1,thysanoptera,y,y,
369,Otterbach,up,1,2018-04-19,Ephemeroptera,,Baetidae,,Baetis,,1,,,,
370,Otterbach,up,1,2018-04-19,Diptera,Nematocera,Simuliidae,,,,1,,,,
371,Otterbach,up,1,2018-04-19,Diptera,Nematocera,Dixidae,,,,2,,,,
372,Otterbach,up,1,2018-04-19,Diptera,Nematocera,Chironomidae,,,,5,,,,
373,Russbach,down,2,2018-04-19,Arachnida,,Araneae,,Tetragnatha,,1,,,,
374,Russbach,down,2,2018-04-19,Diptera,Nematocera,Chironomidae,,,,35,,,,
375,Russbach,down,2,2018-04-19,Coleoptera,,,,,,4,,n,,
376,Russbach,down,2,2018-04-19,Sonstige,,,,,,1,,n,,
377,Russbach,down,2,2018-04-19,Ephemeroptera,,Baetidae,,Baetis,,1,,,,
378,Russbach,up,1,2018-04-23,Coleoptera,,,,,,1,,y,y,
379,Russbach,up,1,2018-04-23,Ephemeroptera,,Baetidae,,Baetis,,1,,,,
380,Russbach,up,1,2018-04-23,Diptera,Nematocera,Simuliidae,,,,1,,,,
381,Kaiserbach,up,1,2018-04-23,Coleoptera,,,,,,2,,y,y,
382,Kaiserbach,up,1,2018-04-23,Ephemeroptera,,Baetidae,,Baetis,,7,,,,
383,Kaiserbach,up,1,2018-04-23,Diptera,Nematocera,Simuliidae,,,,2,,,,
384,Kaiserbach,up,1,2018-04-23,Diptera,Nematocera,Chironomidae,,,,1,,,,
385,Isenach,down,1,2018-04-23,Coleoptera,,,,,,10,,y,y,
386,Isenach,down,1,2018-04-23,Diptera,Nematocera,Chironomidae,,,,72,,,,
387,Isenach,down,1,2018-04-23,Sonstige,,,,,,1,1,n,,
388,Triefenbach,up,1,2018-04-23,Coleoptera,,,,,,1,,y,Triefenbach up 2 23/04/18,
389,Triefenbach,up,1,2018-04-23,Diptera,Nematocera,Chironomidae,,,,1,,,,
390,Triefenbach,up,1,2018-04-23,Diptera,Brachycera,Empididae,,,,1,,,,
391,Isenach,down,2,2018-04-23,Diptera,Nematocera,Chironomidae,,,,189,,,,
392,Isenach,down,2,2018-04-23,Coleoptera,,,,,,1,,y,y,
393,Isenach,down,2,2018-04-23,Sonstige,,,,,,3,Ameisen,n,,
394,Isenach,down,2,2018-04-23,Diptera,Nematocera,Psychodidae,,,,3,,,,
395,Hainbach,down,2,2018-04-23,Diptera,Nematocera,Chironomidae,,,,143,,,,
396,Hainbach,down,2,2018-04-23,Coleoptera,,,,,,2,,y,Hainbach down 23/04/18,
397,Hainbach,down,2,2018-04-23,Sonstige,,,,,,1,bienenvieh,n,,
398,Hainbach,down,2,2018-04-23,Diptera,Nematocera,Simuliidae,,,,2,,,,
399,Hainbach,down,2,2018-04-23,Diptera,Nematocera,Ceratopogonidae,,,,1,,,,
400,Hainbach,up,1,2018-04-23,Coleoptera,,,,,,1,,y,Hainbach up 23/04/18,
401,Hainbach,up,1,2018-04-23,Diptera,Nematocera,Simuliidae,,,,1,,,,
402,Modenbach,up,2,2018-04-23,Coleoptera,,,,,,1,,y,y,
403,Modenbach,up,2,2018-04-23,Ephemeroptera,,Baetidae,,Baetis,,7,,,,
404,Modenbach,up,2,2018-04-23,Diptera,Nematocera,Chironomidae,,,,4,,,,
405,Modenbach,up,2,2018-04-23,Hymenoptera,,,,,,1,,n,,
406,Modenbach,up,2,2018-04-23,Plecoptera,,Nemouridae,,Protonemura,,3,,,,
407,Russbach,down,1,2018-04-23,Arachnida,,Araneae,,,,1,,y,y,
408,Russbach,down,1,2018-04-23,Coleoptera,,,,,,13,,n,,
409,Russbach,down,1,2018-04-23,Diptera,Nematocera,Chironomidae,,,,29,,,,
410,Russbach,down,1,2018-04-23,Ephemeroptera,,Baetidae,,Baetis,,1,,,,
411,Russbach,down,1,2018-04-23,Hymenoptera,,,,,,2,,n,,
412,Russbach,down,1,2018-04-23,Diptera,Brachycera,Empididae,,,,5,,,,
413,Russbach,down,1,2018-04-23,Diptera,Brachycera,,,,,1,wichtiges zum bestimmen abgebrochen,,,
414,Otterbach,down,2,2018-04-23,Coleoptera,,,,,,1,,y,y,
415,Otterbach,down,2,2018-04-23,Diptera,Nematocera,Chironomidae,,,,21,,,,
416,Otterbach,down,2,2018-04-23,Ephemeroptera,,Baetidae,,Baetis,,15,,,,
417,Otterbach,down,2,2018-04-23,Diptera,Brachycera,,,,,1,wichtiges zum bestimmen abgebrochen,,,
418,Isenach,down,2,2018-04-06,Diptera,Nematocera,Chironomidae,,,,55,,,,
419,Isenach,down,2,2018-04-06,Coleoptera,,,,,,1,,y,y,
420,Isenach,down,2,2018-04-06,Ephemeroptera,,Baetidae,,Baetis,,3,,,,
421,Russbach,down,2,2018-04-06,Coleoptera,,,,,,4,,y,y,
422,Russbach,down,2,2018-04-06,Diptera,Nematocera,Chironomidae,,,,46,,,,
423,Russbach,down,2,2018-04-06,Ephemeroptera,,Baetidae,,Baetis,,1,,,,
424,Isenach,down,1,2018-04-06,Coleoptera,,,,,,4,,y,y,
425,Isenach,down,1,2018-04-06,Sonstige,,,,,,1,,n,,
426,Isenach,down,1,2018-04-06,Diptera,Nematocera,Chironomidae,,,,30,,,,
427,Modenbach,down,1,2018-04-06,Coleoptera,,,,,,14,,y,y,
428,Modenbach,down,1,2018-04-06,Hymenoptera,,,,,,1,,n,,
429,Modenbach,down,1,2018-04-06,Diptera,Nematocera,Chironomidae,,,,19,,,,
430,Modenbach,down,2,2018-04-06,Diptera,Nematocera,Chironomidae,,,,31,,,,
431,Kropsbach,up,1,2018-04-06,Coleoptera,,,,,,1,,y,y,
432,Kropsbach,up,1,2018-04-06,Diptera,Nematocera,Simuliidae,,,,1,,,,
433,Kropsbach,up,1,2018-04-06,Diptera,Nematocera,Chironomidae,,,,34,,,,
434,Triefenbach,down,1,2018-04-06,Coleoptera,,,,,,3,,y,y,
435,Triefenbach,down,1,2018-04-06,Diptera,Nematocera,Simuliidae,,,,2,,,,
436,Triefenbach,down,1,2018-04-06,Diptera,Nematocera,Chironomidae,,,,61,,,,
437,Russbach,down,1,2018-04-06,Diptera,Nematocera,Chironomidae,,,,4,,,,
438,Dierbach,down,1,2018-04-06,Diptera,Nematocera,Simuliidae,,,,2,,,,
439,Dierbach,down,1,2018-04-06,Diptera,Nematocera,Chironomidae,,,,4,,,,
440,Triefenbach,up,1,2018-04-06,Diptera,Nematocera,Chironomidae,,,,8,,,,
441,Isenach,up,1,2018-04-06,Diptera,Nematocera,Chironomidae,,,,13,,,,
442,Isenach,up,2,2018-04-06,Diptera,Nematocera,Chironomidae,,,,4,,,,
443,Russbach,up,2,2018-04-06,Coleoptera,,,,,,2,,y,y,
444,Russbach,up,2,2018-04-06,Ephemeroptera,,Baetidae,,Baetis,,1,,,,
445,Russbach,up,2,2018-04-06,Diptera,Nematocera,Chironomidae,,,,1,,,,
446,Otterbach,up,1,2018-04-06,Diptera,Nematocera,Chironomidae,,,,15,,,,
447,Kropsbach,up,2,2018-04-06,Diptera,Nematocera,Simuliidae,,,,1,,,,
448,Kropsbach,up,2,2018-04-06,Diptera,Nematocera,Chironomidae,,,,7,,,,
449,Triefenbach,up,2,2018-04-06,Arachnida,,Araneae,,,,1,,y,y,
450,Triefenbach,up,2,2018-04-06,Diptera,Nematocera,Chironomidae,,,,26,,,,
451,Russbach,up,1,2018-04-06,Diptera,Nematocera,Chironomidae,,,,6,,,,
452,Dierbach,up,1,2018-04-06,Hymenoptera,,,,,,1,,y,y,
453,Dierbach,up,1,2018-04-06,Ephemeroptera,,Baetidae,,Baetis,,1,,,,
454,Dierbach,up,1,2018-04-06,Diptera,Nematocera,Chironomidae,,,,1,,,,
455,Dierbach,up,1,2018-04-06,Plecoptera,,Taeniopterygidae,,Brachyptera,,1,,,,
456,Modenbach,up,2,2018-04-06,Diptera,Nematocera,Chironomidae,,,,7,,,,
457,Modenbach,up,2,2018-04-06,Coleoptera,,,,,,1,,y,y,
458,Dierbach,down,2,2018-04-06,Diptera,Nematocera,Limoniidae,,,,1,,,,
459,Dierbach,down,2,2018-04-06,Diptera,Nematocera,Chironomidae,,,,12,,,,
460,Modenbach,up,1,2018-04-06,Ephemeroptera,,Baetidae,,Baetis,,1,,,,
461,Modenbach,up,1,2018-04-06,Diptera,Nematocera,Chironomidae,,,,5,,,,
462,Triefenbach,down,2,2018-04-06,Coleoptera,,,,,,3,,y,y,
463,Triefenbach,down,2,2018-04-06,Diptera,Nematocera,Chironomidae,,,,13,,,,
464,Otterbach,down,2,2018-04-06,Arachnida,,Araneae,,,,1,,y,y,
465,Otterbach,down,2,2018-04-06,Diptera,Nematocera,Chironomidae,,,,34,,,,
466,Otterbach,down,2,2018-04-06,Coleoptera,,,,,,2,,n,,
467,Otterbach,down,2,2018-04-06,Plecoptera,,Nemouridae,,Nemurella,pictetii,1,,,,
468,Hainbach,down,2,2018-04-06,Coleoptera,,,,,,2,,y,y,
469,Hainbach,down,2,2018-04-06,Diptera,Nematocera,Chironomidae,,,,78,,,,
470,Hainbach,down,2,2018-04-06,Ephemeroptera,,Baetidae,,Baetis,,1,,,,
471,Dierbach,up,2,2018-04-06,Coleoptera,,,,,,1,,y,y,
472,Dierbach,up,2,2018-04-06,Diptera,Nematocera,Chironomidae,,,,26,,,,
473,Otterbach,down,1,2018-04-06,Coleoptera,,,,,,5,,y,y,
474,Otterbach,down,1,2018-04-06,Diptera,Nematocera,Chironomidae,,,,51,,,,
475,Otterbach,down,1,2018-04-06,Ephemeroptera,,Baetidae,,Baetis,,1,,,,
476,Otterbach,up,2,2018-04-06,Diptera,Nematocera,Chironomidae,,,,2,,,,
477,Klingbach,up,2,2018-04-06,Coleoptera,,,,,,8,,y,y,
478,Klingbach,up,2,2018-04-06,Diptera,Nematocera,Chironomidae,,,,49,,,,
479,Klingbach,up,2,2018-04-06,Ephemeroptera,,Baetidae,,Baetis,,1,,,,
480,Kaiserbach,up,2,2018-04-06,Assel,,,,,,1,,y,y,
481,Kaiserbach,up,2,2018-04-06,Coleoptera,,,,,,1,,n,,
482,Kaiserbach,up,2,2018-04-06,Diptera,Nematocera,Chironomidae,,,,1,,,,
483,Kaiserbach,up,1,2018-04-06,Diptera,Nematocera,Chironomidae,,,,1,,,,
484,Klingbach,up,1,2018-04-06,Diptera,Nematocera,Chironomidae,,,,58,,,,
485,Kaiserbach,down,1,2018-04-06,Coleoptera,,,,,,1,,y,y,
486,Kaiserbach,down,1,2018-04-06,Diptera,Nematocera,Chironomidae,,,,35,,,,
487,Kaiserbach,down,1,2018-04-06,Sonstige,,,,,,1,Wanze,n,,
488,Kaiserbach,down,2,2018-04-06,Diptera,Nematocera,Chironomidae,,,,9,,,,
489,Klingbach,down,1,2018-04-06,Coleoptera,,,,,,5,,y,y,
490,Klingbach,down,1,2018-04-06,Diptera,Nematocera,Chironomidae,,,,1,,,,
491,Klingbach,down,2,2018-04-06,Arachnida,,Araneae,,,,1,,y,y,
492,Klingbach,down,2,2018-04-06,Coleoptera,,,,,,7,,n,,
493,Klingbach,down,2,2018-04-06,Sonstige,,,,,,4,"1 Ameise, 3 Thysanoptera",n,,
494,Hainbach,up,1,2018-04-06,Diptera,Nematocera,Chironomidae,,,,1,,,,
495,Hainbach,up,2,2018-04-06,Coleoptera,,,,,,2,,y,y,
496,Hainbach,up,2,2018-04-06,Diptera,Nematocera,Chironomidae,,,,21,,,,
497,Hainbach,up,2,2018-04-06,Diptera,Nematocera,Simuliidae,,,,1,,,,
498,Hainbach,down,1,2018-04-06,Coleoptera,,,,,,5,,y,y,
499,Hainbach,down,1,2018-04-06,Diptera,Nematocera,Chironomidae,,,,27,,,,
500,Hainbach,down,1,2018-04-06,Arachnida,,Araneae,,,,1,,n,,
501,Isenach,up,1,2018-04-03,Plecoptera,,Nemouridae,,Nemoura,,1,,,,
502,Isenach,up,1,2018-04-03,Diptera,Nematocera,Chironomidae,,,,6,,,,
503,Isenach,up,1,2018-04-03,Diptera,Nematocera,Sciaridae,,,,1,,,,
504,Isenach,down,1,2018-04-03,Coleoptera,,,,,,16,,y,y,
505,Isenach,down,1,2018-04-03,Diptera,Nematocera,Chironomidae,,,,41,,,,
506,Isenach,down,1,2018-04-03,Diptera,Brachycera,,,,,1,,,,
507,Isenach,down,1,2018-04-03,Sonstige,,,,,,4,"2 Wanzen, 2 Blattflöhe",n,,
508,Isenach,down,2,2018-04-03,Coleoptera,,,,,,2,,y,y,
509,Isenach,down,2,2018-04-03,Diptera,Nematocera,Chironomidae,,,,29,,,,
510,Isenach,down,2,2018-04-03,Hymenoptera,,,,,,1,,n,,
511,Isenach,down,2,2018-04-03,Ephemeroptera,,Baetidae,,Baetis,,1,,,,
512,Isenach,down,2,2018-04-03,Sonstige,,,,,,2,,n,,
513,Triefenbach,down,2,2018-04-03,Coleoptera,,,,,,1,,y,y,
514,Triefenbach,down,2,2018-04-03,Diptera,Nematocera,Simuliidae,,,,3,,,,
515,Triefenbach,down,2,2018-04-03,Diptera,Nematocera,Chironomidae,,,,34,,,,
516,Triefenbach,up,2,2018-04-03,Coleoptera,,,,,,1,,y,y,
517,Triefenbach,up,2,2018-04-03,Assel,,,,,,1,,,,
518,Triefenbach,up,2,2018-04-03,Diptera,Nematocera,Chironomidae,,,,3,,,,
519,Triefenbach,down,1,2018-04-03,Diptera,Nematocera,Chironomidae,,,,7,,,,
520,Kaiserbach,up,1,2018-04-03,Coleoptera,,,,,,1,,y,y,
521,Kaiserbach,up,1,2018-04-03,Diptera,Nematocera,Chironomidae,,,,3,,,,
522,Kaiserbach,down,1,2018-04-03,Arachnida,,Araneae,,,,1,,,,
523,Kaiserbach,down,1,2018-04-03,Diptera,Nematocera,Chironomidae,,,,3,,,,
524,Isenach,up,2,2018-04-03,Diptera,Nematocera,Chironomidae,,,,3,,,,
525,Triefenbach,up,1,2018-04-03,Diptera,Nematocera,Simuliidae,,,,2,,,,
526,Triefenbach,up,1,2018-04-03,Diptera,Nematocera,Chironomidae,,,,9,,,,
527,Modenbach,down,1,2018-04-03,Diptera,Brachycera,,,,,1,,,,
528,Modenbach,down,1,2018-04-03,Coleoptera,,,,,,1,,n,,
529,Modenbach,down,1,2018-04-03,Diptera,Nematocera,Chironomidae,,,,7,,,,
530,Modenbach,down,1,2018-04-03,Ephemeroptera,,Baetidae,,Baetis,,4,,,,
531,Kaiserbach,down,2,2018-04-03,Diptera,Nematocera,Chironomidae,,,,42,,,,
532,Russbach,down,1,2018-04-03,Diptera,Nematocera,Cecidomyiidae,,,,51,,,,
533,Kropsbach,up,1,2018-04-03,Coleoptera,,,,,,3,,y,y,
534,Kropsbach,up,1,2018-04-03,Diptera,Nematocera,Chironomidae,,,,25,,,,
535,Kropsbach,up,1,2018-04-03,Sonstige,,,,,,1,,n,,
536,Klingbach,down,1,2018-04-03,Coleoptera,,,,,,6,,y,y,
537,Klingbach,down,1,2018-04-03,Diptera,Nematocera,Chironomidae,,,,9,,,,
538,Klingbach,down,1,2018-04-03,Hymenoptera,,,,,xs,1,,n,,
539,Klingbach,down,1,2018-04-03,Ephemeroptera,,Baetidae,,Baetis,,1,,,,
540,Russbach,up,1,2018-04-03,Plecoptera,,Taeniopterygidae,,Brachyptera,,1,"vermutlich, ist ziemlich vergammelt und schlecht erkennbar",,,
541,Russbach,up,1,2018-04-03,Diptera,Nematocera,Chironomidae,,,,7,,,,
542,Russbach,up,2,2018-04-03,Diptera,Nematocera,Chironomidae,,,,5,,,,
543,Kropsbach,up,2,2018-04-03,Diptera,Nematocera,Simuliidae,,,,1,,,,
544,Kropsbach,up,2,2018-04-03,Diptera,Nematocera,Chironomidae,,,,3,,,,
545,Klingbach,down,2,2018-04-03,Diptera,Nematocera,Chironomidae,,,,2,,,,
546,Klingbach,up,1,2018-04-03,Diptera,Nematocera,Chironomidae,,,,67,,,,
547,Modenbach,up,1,2018-04-03,Ephemeroptera,,Baetidae,,Baetis,,1,,,,
548,Modenbach,up,1,2018-04-03,Diptera,Nematocera,Chironomidae,,,,4,,,,
549,Modenbach,up,1,2018-04-03,Plecoptera,,Nemouridae,,Nemurella,pictetii,1,,,,
550,Hainbach,down,1,2018-04-03,Coleoptera,,,,,,3,,y,y,
551,Hainbach,down,1,2018-04-03,Diptera,Nematocera,Chironomidae,,,,135,,,,
552,Klingbach,up,2,2018-04-03,Coleoptera,,,,,,5,,y,y,
553,Klingbach,up,2,2018-04-03,Diptera,Nematocera,Chironomidae,,,,93,,,,
554,Hainbach,up,1,2018-04-03,Coleoptera,,,,,,1,,y,y,
555,Hainbach,up,1,2018-04-03,Diptera,Nematocera,Chironomidae,,,,13,,,,
556,Hainbach,up,1,2018-04-03,Hymenoptera,,,,,,1,,n,,
557,Hainbach,down,2,2018-04-03,Diptera,Nematocera,Chironomidae,,,,22,,,,
558,Dierbach,down,2,2018-04-03,Coleoptera,,,,,,1,,y,y,
559,Dierbach,down,2,2018-04-03,Diptera,Nematocera,Chironomidae,,,,35,,,,
560,Dierbach,up,2,2018-04-03,Diptera,Nematocera,Simuliidae,,,,1,,,,
561,Dierbach,up,2,2018-04-03,Diptera,Nematocera,Chironomidae,,,,4,,,,
562,Dierbach,up,1,2018-04-03,Diptera,Nematocera,Chironomidae,,,,7,,,,
563,Klingbach,up,2,2018-03-29,Diptera,Nematocera,Chironomidae,,,,39,,,,
564,Otterbach,up,1,2018-04-03,Diptera,Nematocera,Chironomidae,,,,1,,,,
565,Kropsbach,up,2,2018-03-29,Diptera,Nematocera,Simuliidae,,,,1,,,,
566,Kropsbach,up,2,2018-03-29,Diptera,Nematocera,Chironomidae,,,,1,,,,
567,Otterbach,up,1,2018-03-29,Diptera,Nematocera,Chironomidae,,,,1,,,,
568,Otterbach,up,2,2018-03-29,Diptera,Nematocera,Chironomidae,,,,14,,,,
569,Kaiserbach,up,2,2018-03-29,Diptera,Nematocera,Chironomidae,,,,4,,,,
570,Klingbach,down,1,2018-03-29,Coleoptera,,,,,,1,,y,y,
571,Otterbach,up,2,2018-04-03,Diptera,Nematocera,Chironomidae,,,,9,,,,
572,Otterbach,up,2,2018-04-03,Coleoptera,,,,,,1,,y,y,
573,Kaiserbach,up,1,2018-03-29,Diptera,Nematocera,Simuliidae,,,,1,,,,
574,Kaiserbach,up,1,2018-03-29,Diptera,Nematocera,Chironomidae,,,,2,,,,
575,Kaiserbach,down,1,2018-03-29,Diptera,Nematocera,Chironomidae,,,,9,,,,
576,Klingbach,down,2,2018-03-29,Diptera,Nematocera,Chironomidae,,,,1,,,,
577,Dierbach,down,1,2018-04-03,Diptera,Nematocera,Simuliidae,,,,3,,,,
578,Dierbach,down,1,2018-04-03,Diptera,Nematocera,Chironomidae,,,,4,,,,
579,Hainbach,up,1,2018-03-29,Hymenoptera,,,,,,1,,y,y,
580,Hainbach,up,1,2018-03-29,Assel,,,,,,1,,,,
581,Hainbach,up,1,2018-03-29,Diptera,Nematocera,Chironomidae,,,,1,,,,
582,Russbach,up,2,2018-03-29,Diptera,Nematocera,Chironomidae,,,,3,,,,
583,Kropsbach,up,1,2018-03-29,Diptera,Nematocera,Chironomidae,,,,3,,,,
584,Klingbach,up,1,2018-03-29,Coleoptera,,,,,,1,,y,y,
585,Klingbach,up,1,2018-03-29,Diptera,Nematocera,Chironomidae,,,,57,,,,
586,Klingbach,up,1,2018-03-29,Diptera,Brachycera,,,,,1,,,,
587,Otterbach,down,1,2018-04-03,Coleoptera,,,,,,1,,y,y,
588,Otterbach,down,1,2018-04-03,Diptera,Nematocera,Chironomidae,,,,12,,,,
589,Otterbach,down,1,2018-04-03,Sonstige,,,,,,1,wanze,n,,
590,Otterbach,down,2,2018-04-03,Coleoptera,,,,,,2,,y,y,
591,Otterbach,down,2,2018-04-03,Diptera,Nematocera,Chironomidae,,,,10,,,,
592,Otterbach,down,2,2018-04-03,Ephemeroptera,,Baetidae,,Baetis,,2,,,,
593,Klingbach,down,1,2018-09-12,Arachnida,,Araneae,,,,3,,y,y,
594,Klingbach,down,1,2018-09-12,Coleoptera,,,,,,1,,n,,
595,Klingbach,down,1,2018-09-12,Diptera,Nematocera,Chironomidae,,,,3,,,,
596,Klingbach,down,1,2018-09-12,Diptera,Nematocera,Psychodidae,,,,2,,,,
597,Kaiserbach,down,2,2018-09-12,Coleoptera,,,,,,3,,y,y,
598,Kaiserbach,down,2,2018-09-12,Diptera,Nematocera,Chironomidae,,,,2,,,,
599,Kaiserbach,down,2,2018-09-12,Hymenoptera,,,,,,1,,n,,
600,Kaiserbach,down,2,2018-09-12,Sonstige,,,,,,1,Assel,n,,
601,Otterbach,down,1,2018-09-12,Coleoptera,,,,,,6,,y,y,
602,Otterbach,down,1,2018-09-12,Hymenoptera,,,,,,1,,n,,
603,Kaiserbach,up,2,2018-09-12,Coleoptera,,,,,,3,,y,y,
604,Kaiserbach,up,2,2018-09-12,Diptera,Nematocera,Chironomidae,,,,1,,,,
605,Klingbach,down,2,2018-09-12,Arachnida,,Araneae,,,,1,,y,y,
