Site,Date,Variable,Direction,Qualifier,Value,Unit,Comment
Otterbach up,03/07/2018,shore vegetation cover:  Vegetation Free,L,,NA,%,
Otterbach up,03/07/2018,shore vegetation cover:  Agriculture,L,,NA,%,
Otterbach up,03/07/2018,shore vegetation height: Forest,L,,10,m,
Otterbach up,03/07/2018,shore vegetation height: Reed,L,,NA,m,
Otterbach up,03/07/2018,shore vegetation height: Shrubbery,L,,2,m,
Otterbach up,03/07/2018,shore vegetation height: Tall Forbs,L,,1,m,
Otterbach up,03/07/2018,shore vegetation height:  Meadow,L,,NA,m,
Otterbach up,03/07/2018,shore vegetation height:  Agriculture,L,,NA,m,
Otterbach up,03/07/2018,shore vegetation cover: Forest,R,,5,%,
Otterbach up,03/07/2018,shore vegetation cover: Reed,R,,NA,%,
Otterbach up,03/07/2018,shore vegetation cover: Shrubbery,R,,80,%,
Otterbach up,03/07/2018,shore vegetation cover: Tall Forbs,R,,15,%,
Otterbach up,03/07/2018,shore vegetation cover: Meadow,R,,NA,%,
Otterbach up,03/07/2018,shore vegetation cover:  Vegetation Free,R,,NA,%,
Otterbach up,03/07/2018,shore vegetation cover:  Agriculture,R,,NA,%,
Otterbach up,03/07/2018,shore vegetation height: Forest,R,,10,m,
Otterbach up,03/07/2018,shore vegetation height: Reed,R,,NA,m,
Otterbach up,03/07/2018,shore vegetation height: Shrubbery,R,,2,m,
Otterbach up,03/07/2018,shore vegetation height: Tall Forbs,R,,1,m,
Otterbach up,03/07/2018,shore vegetation height:  Meadow,R,,NA,m,
Otterbach up,03/07/2018,shore vegetation height:  Agriculture,R,,NA,m,
Otterbach up,03/07/2018,land use: Forest,L,,NA,%,
Otterbach up,03/07/2018,land use: Fallow,L,,NA,%,
Otterbach up,03/07/2018,land use: Meadows & Pastures,L,,100,%,
Otterbach up,03/07/2018,land use: Agriculture,L,,NA,%,
Otterbach up,03/07/2018,land use: Housing,L,,NA,%,
Otterbach up,03/07/2018,land use: Other,L,,NA,%,
Otterbach up,03/07/2018,land use: Forest,R,,NA,%,
Otterbach up,03/07/2018,land use: Fallow,R,,NA,%,
Otterbach up,03/07/2018,land use: Meadows & Pastures,R,,100,%,
Otterbach up,03/07/2018,land use: Agriculture,R,,NA,%,
Otterbach up,03/07/2018,land use: Housing,R,,NA,%,
Otterbach up,03/07/2018,land use: Other,R,,NA,%,
Otterbach up,03/07/2018,Shading Elements (southwards),,,80,%,
Otterbach up,03/07/2018,Flooding of shore,,,no,,
Otterbach up,03/07/2018,Islands/Banks,,,one,,
Isenach up,11/07/2018,distance housing,L,,150,m,
Isenach up,11/07/2018,distance housing,R,,>1000,m,
Isenach up,11/07/2018,distance street,L,,20,m,
Isenach up,11/07/2018,distance street,R,,15,m,
Isenach up,11/07/2018,height landscape-level,L,,3,m,
Isenach up,11/07/2018,height landscape-level,R,,5,m,
Isenach up,11/07/2018,distance landscape-level,L,,5,m,
Isenach up,11/07/2018,distance landscape-level,R,,10,m,
Isenach up,11/07/2018,Distance field,L,,>1000,m,
Isenach up,11/07/2018,Distance field,R,,>1000,m,
Isenach up,11/07/2018,curvature,,,4,,
Isenach up,11/07/2018,Banks,,,two,,Uferbänke
Isenach up,11/07/2018,shore vegetation cover: Forest,L,,100,%,
Isenach up,11/07/2018,shore vegetation cover: Reed,L,,NA,%,
Isenach up,11/07/2018,shore vegetation cover: Shrubbery,L,,NA,%,
Isenach up,11/07/2018,shore vegetation cover: Tall Forbs,L,,NA,%,
Isenach up,11/07/2018,shore vegetation cover: Meadow,L,,NA,%,
Isenach up,11/07/2018,shore vegetation cover:  Vegetation Free,L,,NA,%,
Isenach up,11/07/2018,shore vegetation cover:  Agriculture,L,,NA,%,
Isenach up,11/07/2018,shore vegetation height: Forest,L,,15,m,
Isenach up,11/07/2018,shore vegetation height: Reed,L,,NA,m,
Isenach up,11/07/2018,shore vegetation height: Shrubbery,L,,NA,m,
Isenach up,11/07/2018,shore vegetation height: Tall Forbs,L,,NA,m,
Isenach up,11/07/2018,shore vegetation height:  Meadow,L,,NA,m,
Isenach up,11/07/2018,shore vegetation height:  Agriculture,L,,NA,m,
Isenach up,11/07/2018,shore vegetation cover: Forest,R,,100,%,
Isenach up,11/07/2018,shore vegetation cover: Reed,R,,NA,%,
Isenach up,11/07/2018,shore vegetation cover: Shrubbery,R,,NA,%,
Isenach up,11/07/2018,shore vegetation cover: Tall Forbs,R,,NA,%,
Isenach up,11/07/2018,shore vegetation cover: Meadow,R,,NA,%,
Isenach up,11/07/2018,shore vegetation cover:  Vegetation Free,R,,NA,%,
Isenach up,11/07/2018,shore vegetation cover:  Agriculture,R,,NA,%,
Isenach up,11/07/2018,shore vegetation height: Forest,R,,20,m,
Isenach up,11/07/2018,shore vegetation height: Reed,R,,NA,m,
Isenach up,11/07/2018,shore vegetation height: Shrubbery,R,,NA,m,
Isenach up,11/07/2018,shore vegetation height: Tall Forbs,R,,NA,m,
Isenach up,11/07/2018,shore vegetation height:  Meadow,R,,NA,m,
Isenach up,11/07/2018,shore vegetation height:  Agriculture,R,,NA,m,
Isenach up,11/07/2018,land use: Forest,L,,95,%,
Isenach up,11/07/2018,land use: Fallow,L,,NA,%,
Isenach up,11/07/2018,land use: Meadows & Pastures,L,,NA,%,
Isenach up,11/07/2018,land use: Agriculture,L,,NA,%,
Isenach up,11/07/2018,land use: Housing,L,,5,%,
Isenach up,11/07/2018,land use: Other,L,,NA,%,
Isenach up,11/07/2018,land use: Forest,R,,100,%,
Isenach up,11/07/2018,land use: Fallow,R,,NA,%,
Isenach up,11/07/2018,land use: Meadows & Pastures,R,,NA,%,
Isenach up,11/07/2018,land use: Agriculture,R,,NA,%,
Isenach up,11/07/2018,land use: Housing,R,,NA,%,
Isenach up,11/07/2018,land use: Other,R,,NA,%,
Isenach up,11/07/2018,Shading Elements (southwards),,,95,%,
Isenach up,11/07/2018,Flooding of shore,,,no,,
Isenach up,11/07/2018,Islands/Banks,,,no,,
Isenach down,11/07/2018,distance housing,L,,500,m,
Isenach down,11/07/2018,distance housing,R,,500,m,
Isenach down,11/07/2018,distance street,L,,200,m,
Isenach down,11/07/2018,distance street,R,,800,m,
Isenach down,11/07/2018,height landscape-level,L,,1,m,
Isenach down,11/07/2018,height landscape-level,R,,1,m,
Isenach down,11/07/2018,distance landscape-level,L,,1,m,
Isenach down,11/07/2018,distance landscape-level,R,,1,m,
Isenach down,11/07/2018,Distance field,L,,5,m,
Isenach down,11/07/2018,Distance field,R,,20,m,
Isenach down,11/07/2018,curvature,,,7,,
Isenach down,11/07/2018,Banks,,,no,,
Isenach down,11/07/2018,shore vegetation cover: Forest,L,,NA,%,
Isenach down,11/07/2018,shore vegetation cover: Reed,L,,5,%,
Isenach down,11/07/2018,shore vegetation cover: Shrubbery,L,,NA,%,
Isenach down,11/07/2018,shore vegetation cover: Tall Forbs,L,,15,%,
Isenach down,11/07/2018,shore vegetation cover: Meadow,L,,80,%,
Isenach down,11/07/2018,shore vegetation cover:  Vegetation Free,L,,NA,%,
Isenach down,11/07/2018,shore vegetation cover:  Agriculture,L,,NA,%,
Isenach down,11/07/2018,shore vegetation height: Forest,L,,NA,m,
Isenach down,11/07/2018,shore vegetation height: Reed,L,,2,m,
Isenach down,11/07/2018,shore vegetation height: Shrubbery,L,,NA,m,
Isenach down,11/07/2018,shore vegetation height: Tall Forbs,L,,1,m,
Isenach down,11/07/2018,shore vegetation height:  Meadow,L,,1,m,
Isenach down,11/07/2018,shore vegetation height:  Agriculture,L,,NA,m,
Isenach down,11/07/2018,shore vegetation cover: Forest,R,,10,%,
Isenach down,11/07/2018,shore vegetation cover: Reed,R,,60,%,
Isenach down,11/07/2018,shore vegetation cover: Shrubbery,R,,NA,%,
Isenach down,11/07/2018,shore vegetation cover: Tall Forbs,R,,30,%,
Isenach down,11/07/2018,shore vegetation cover: Meadow,R,,NA,%,
Isenach down,11/07/2018,shore vegetation cover:  Vegetation Free,R,,NA,%,
Isenach down,11/07/2018,shore vegetation cover:  Agriculture,R,,NA,%,
Isenach down,11/07/2018,shore vegetation height: Forest,R,,20,m,
Isenach down,11/07/2018,shore vegetation height: Reed,R,,3,m,
Isenach down,11/07/2018,shore vegetation height: Shrubbery,R,,NA,m,
Isenach down,11/07/2018,shore vegetation height: Tall Forbs,R,,2,m,
Isenach down,11/07/2018,shore vegetation height:  Meadow,R,,NA,m,
Isenach down,11/07/2018,shore vegetation height:  Agriculture,R,,NA,m,
Isenach down,11/07/2018,land use: Forest,L,,NA,%,
Isenach down,11/07/2018,land use: Fallow,L,,5,%,
Isenach down,11/07/2018,land use: Meadows & Pastures,L,,NA,%,
Isenach down,11/07/2018,land use: Agriculture,L,,95,%,
Isenach down,11/07/2018,land use: Housing,L,,NA,%,
Isenach down,11/07/2018,land use: Other,L,,NA,%,
Isenach down,11/07/2018,land use: Forest,R,,NA,%,
Isenach down,11/07/2018,land use: Fallow,R,,80,%,
Isenach down,11/07/2018,land use: Meadows & Pastures,R,,10,%,
Isenach down,11/07/2018,land use: Agriculture,R,,10,%,
Isenach down,11/07/2018,land use: Housing,R,,NA,%,
Isenach down,11/07/2018,land use: Other,R,,NA,%,
Isenach down,11/07/2018,Shading Elements (southwards),,,50,%,
Isenach down,11/07/2018,Flooding of shore,,,no,,
Isenach down,11/07/2018,Islands/Banks,,,no,,
Kropsbach down,11/07/2018,distance housing,L,,200,m,
Kropsbach down,11/07/2018,distance housing,R,,>1000,m,
Kropsbach down,11/07/2018,distance street,L,,15,m,
Kropsbach down,11/07/2018,distance street,R,,200,m,
Kropsbach down,11/07/2018,height landscape-level,L,,2,m,
Kropsbach down,11/07/2018,height landscape-level,R,,2,m,
Kropsbach down,11/07/2018,distance landscape-level,L,,2,m,
Kropsbach down,11/07/2018,distance landscape-level,R,,2,m,
Kropsbach down,11/07/2018,Distance field,L,,20,m,
Kropsbach down,11/07/2018,Distance field,R,,15,m,
Kropsbach down,11/07/2018,curvature,,,6,,
Kropsbach down,11/07/2018,Banks,,,no,,
Kropsbach down,11/07/2018,shore vegetation cover: Forest,L,,NA,%,
Kropsbach down,11/07/2018,shore vegetation cover: Reed,L,,NA,%,
Kropsbach down,11/07/2018,shore vegetation cover: Shrubbery,L,,60,%,
Kropsbach down,11/07/2018,shore vegetation cover: Tall Forbs,L,,NA,%,
Kropsbach down,11/07/2018,shore vegetation cover: Meadow,L,,40,%,
Kropsbach down,11/07/2018,shore vegetation cover:  Vegetation Free,L,,NA,%,
Kropsbach down,11/07/2018,shore vegetation cover:  Agriculture,L,,NA,%,
Kropsbach down,11/07/2018,shore vegetation height: Forest,L,,NA,m,
Kropsbach down,11/07/2018,shore vegetation height: Reed,L,,NA,m,
Kropsbach down,11/07/2018,shore vegetation height: Shrubbery,L,,1,m,
Kropsbach down,11/07/2018,shore vegetation height: Tall Forbs,L,,NA,m,
Kropsbach down,11/07/2018,shore vegetation height:  Meadow,L,,0.2,m,
Kropsbach down,11/07/2018,shore vegetation height:  Agriculture,L,,NA,m,
Kropsbach down,11/07/2018,shore vegetation cover: Forest,R,,NA,%,
Kropsbach down,11/07/2018,shore vegetation cover: Reed,R,,NA,%,
Kropsbach down,11/07/2018,shore vegetation cover: Shrubbery,R,,40,%,
Kropsbach down,11/07/2018,shore vegetation cover: Tall Forbs,R,,NA,%,
Kropsbach down,11/07/2018,shore vegetation cover: Meadow,R,,60,%,
Kropsbach down,11/07/2018,shore vegetation cover:  Vegetation Free,R,,NA,%,
Kropsbach down,11/07/2018,shore vegetation cover:  Agriculture,R,,NA,%,
Kropsbach down,11/07/2018,shore vegetation height: Forest,R,,NA,m,
Kropsbach down,11/07/2018,shore vegetation height: Reed,R,,NA,m,
Kropsbach down,11/07/2018,shore vegetation height: Shrubbery,R,,0.5,m,
Kropsbach down,11/07/2018,shore vegetation height: Tall Forbs,R,,NA,m,
Kropsbach down,11/07/2018,shore vegetation height:  Meadow,R,,0.2,m,
Kropsbach down,11/07/2018,shore vegetation height:  Agriculture,R,,NA,m,
Kropsbach down,11/07/2018,land use: Forest,L,,NA,%,
Kropsbach down,11/07/2018,land use: Fallow,L,,NA,%,
Kropsbach down,11/07/2018,land use: Meadows & Pastures,L,,NA,%,
Kropsbach down,11/07/2018,land use: Agriculture,L,,100,%,
Kropsbach down,11/07/2018,land use: Housing,L,,NA,%,
Kropsbach down,11/07/2018,land use: Other,L,,NA,%,
Kropsbach down,11/07/2018,land use: Forest,R,,NA,%,
Kropsbach down,11/07/2018,land use: Fallow,R,,NA,%,
Kropsbach down,11/07/2018,land use: Meadows & Pastures,R,,NA,%,
Kropsbach down,11/07/2018,land use: Agriculture,R,,100,%,
Kropsbach down,11/07/2018,land use: Housing,R,,NA,%,
Kropsbach down,11/07/2018,land use: Other,R,,NA,%,
Kropsbach down,11/07/2018,Shading Elements (southwards),,,NA,%,
Kropsbach down,11/07/2018,Flooding of shore,,,no,,
Kropsbach down,11/07/2018,Islands/Banks,,,no,,
Kropsbach up,11/07/2018,distance housing,L,,500,m,
Kropsbach up,11/07/2018,distance housing,R,,>1000,m,
Kropsbach up,11/07/2018,distance street,L,,30,m,
Kropsbach up,11/07/2018,distance street,R,,10,m,
Kropsbach up,11/07/2018,height landscape-level,L,,10,m,data used from March
Kropsbach up,11/07/2018,height landscape-level,R,,2.5,m,data used from March
Kropsbach up,11/07/2018,distance landscape-level,L,,20,m,data used from March
Kropsbach up,11/07/2018,distance landscape-level,R,,4,m,data used from March
Kropsbach up,11/07/2018,Distance field,L,,>1000,m,
Kropsbach up,11/07/2018,Distance field,R,,>1000,m,
Kropsbach up,11/07/2018,curvature,,,6,,
Kropsbach up,11/07/2018,Banks,,,two,,Uferbänke
Kropsbach up,11/07/2018,shore vegetation cover: Forest,L,,30,%,
Kropsbach up,11/07/2018,shore vegetation cover: Reed,L,,NA,%,
Kropsbach up,11/07/2018,shore vegetation cover: Shrubbery,L,,30,%,
Kropsbach up,11/07/2018,shore vegetation cover: Tall Forbs,L,,40,%,
Kropsbach up,11/07/2018,shore vegetation cover: Meadow,L,,NA,%,
Kropsbach up,11/07/2018,shore vegetation cover:  Vegetation Free,L,,NA,%,
Kropsbach up,11/07/2018,shore vegetation cover:  Agriculture,L,,NA,%,
Kropsbach up,11/07/2018,shore vegetation height: Forest,L,,20,m,
Kropsbach up,11/07/2018,shore vegetation height: Reed,L,,NA,m,
Kropsbach up,11/07/2018,shore vegetation height: Shrubbery,L,,2,m,
Kropsbach up,11/07/2018,shore vegetation height: Tall Forbs,L,,1,m,
Kropsbach up,11/07/2018,shore vegetation height:  Meadow,L,,NA,m,
Kropsbach up,11/07/2018,shore vegetation height:  Agriculture,L,,NA,m,
Kropsbach up,11/07/2018,shore vegetation cover: Forest,R,,30,%,
Kropsbach up,11/07/2018,shore vegetation cover: Reed,R,,NA,%,
Kropsbach up,11/07/2018,shore vegetation cover: Shrubbery,R,,30,%,
Kropsbach up,11/07/2018,shore vegetation cover: Tall Forbs,R,,35,%,
Kropsbach up,11/07/2018,shore vegetation cover: Meadow,R,,NA,%,
Kropsbach up,11/07/2018,shore vegetation cover:  Vegetation Free,R,,5,%,
Kropsbach up,11/07/2018,shore vegetation cover:  Agriculture,R,,NA,%,
Kropsbach up,11/07/2018,shore vegetation height: Forest,R,,20,m,
Kropsbach up,11/07/2018,shore vegetation height: Reed,R,,NA,m,
Kropsbach up,11/07/2018,shore vegetation height: Shrubbery,R,,2,m,
Kropsbach up,11/07/2018,shore vegetation height: Tall Forbs,R,,1,m,
Kropsbach up,11/07/2018,shore vegetation height:  Meadow,R,,NA,m,
Kropsbach up,11/07/2018,shore vegetation height:  Agriculture,R,,NA,m,
Kropsbach up,11/07/2018,land use: Forest,L,,100,%,
Kropsbach up,11/07/2018,land use: Fallow,L,,NA,%,
Kropsbach up,11/07/2018,land use: Meadows & Pastures,L,,NA,%,
Kropsbach up,11/07/2018,land use: Agriculture,L,,NA,%,
Kropsbach up,11/07/2018,land use: Housing,L,,NA,%,
Kropsbach up,11/07/2018,land use: Other,L,,NA,%,
Kropsbach up,11/07/2018,land use: Forest,R,,100,%,
Kropsbach up,11/07/2018,land use: Fallow,R,,NA,%,
Kropsbach up,11/07/2018,land use: Meadows & Pastures,R,,NA,%,
Kropsbach up,11/07/2018,land use: Agriculture,R,,NA,%,
Kropsbach up,11/07/2018,land use: Housing,R,,NA,%,
Kropsbach up,11/07/2018,land use: Other,R,,NA,%,
Kropsbach up,11/07/2018,Shading Elements (southwards),,,50,%,
Kropsbach up,11/07/2018,Flooding of shore,,,no,,
Kropsbach up,11/07/2018,Islands/Banks,,,several,,
Triefenbach up,11/07/2018,distance housing,L,,100,m,
Triefenbach up,11/07/2018,distance housing,R,,>1000,m,
Triefenbach up,11/07/2018,distance street,L,,120,m,
Triefenbach up,11/07/2018,distance street,R,,50,m,
Triefenbach up,11/07/2018,height landscape-level,L,,1,m,
Triefenbach up,11/07/2018,height landscape-level,R,,10,m,
Triefenbach up,11/07/2018,distance landscape-level,L,,1,m,
Triefenbach up,11/07/2018,distance landscape-level,R,,20,m,
Triefenbach up,11/07/2018,Distance field,L,,>1000,m,
Triefenbach up,11/07/2018,Distance field,R,,>1000,m,
Triefenbach up,11/07/2018,curvature,,,2,,
Triefenbach up,11/07/2018,Banks,,,rudiments,,Inselbänke
Triefenbach up,11/07/2018,shore vegetation cover: Forest,L,,50,%,
Triefenbach up,11/07/2018,shore vegetation cover: Reed,L,,NA,%,
Triefenbach up,11/07/2018,shore vegetation cover: Shrubbery,L,,30,%,
Triefenbach up,11/07/2018,shore vegetation cover: Tall Forbs,L,,10,%,
Triefenbach up,11/07/2018,shore vegetation cover: Meadow,L,,NA,%,
Triefenbach up,11/07/2018,shore vegetation cover:  Vegetation Free,L,,10,%,
Triefenbach up,11/07/2018,shore vegetation cover:  Agriculture,L,,NA,%,
Triefenbach up,11/07/2018,shore vegetation height: Forest,L,,20,m,
Triefenbach up,11/07/2018,shore vegetation height: Reed,L,,NA,m,
Triefenbach up,11/07/2018,shore vegetation height: Shrubbery,L,,3,m,
Triefenbach up,11/07/2018,shore vegetation height: Tall Forbs,L,,2,m,
Triefenbach up,11/07/2018,shore vegetation height:  Meadow,L,,NA,m,
Triefenbach up,11/07/2018,shore vegetation height:  Agriculture,L,,NA,m,
Triefenbach up,11/07/2018,shore vegetation cover: Forest,R,,50,%,
Triefenbach up,11/07/2018,shore vegetation cover: Reed,R,,NA,%,
Triefenbach up,11/07/2018,shore vegetation cover: Shrubbery,R,,30,%,
Triefenbach up,11/07/2018,shore vegetation cover: Tall Forbs,R,,20,%,
Triefenbach up,11/07/2018,shore vegetation cover: Meadow,R,,NA,%,
Triefenbach up,11/07/2018,shore vegetation cover:  Vegetation Free,R,,NA,%,
Triefenbach up,11/07/2018,shore vegetation cover:  Agriculture,R,,NA,%,
Triefenbach up,11/07/2018,shore vegetation height: Forest,R,,20,m,
Triefenbach up,11/07/2018,shore vegetation height: Reed,R,,NA,m,
Triefenbach up,11/07/2018,shore vegetation height: Shrubbery,R,,3,m,
Triefenbach up,11/07/2018,shore vegetation height: Tall Forbs,R,,2,m,
Triefenbach up,11/07/2018,shore vegetation height:  Meadow,R,,NA,m,
Triefenbach up,11/07/2018,shore vegetation height:  Agriculture,R,,NA,m,
Triefenbach up,11/07/2018,land use: Forest,L,,100,%,
Triefenbach up,11/07/2018,land use: Fallow,L,,NA,%,
Triefenbach up,11/07/2018,land use: Meadows & Pastures,L,,NA,%,
Triefenbach up,11/07/2018,land use: Agriculture,L,,NA,%,
Triefenbach up,11/07/2018,land use: Housing,L,,NA,%,
Triefenbach up,11/07/2018,land use: Other,L,,NA,%,
Triefenbach up,11/07/2018,land use: Forest,R,,100,%,
Triefenbach up,11/07/2018,land use: Fallow,R,,NA,%,
Triefenbach up,11/07/2018,land use: Meadows & Pastures,R,,NA,%,
Triefenbach up,11/07/2018,land use: Agriculture,R,,NA,%,
Triefenbach up,11/07/2018,land use: Housing,R,,NA,%,
Triefenbach up,11/07/2018,land use: Other,R,,NA,%,
Triefenbach up,11/07/2018,Shading Elements (southwards),,,85,%,
Triefenbach up,11/07/2018,Flooding of shore,,,no,,
Triefenbach up,11/07/2018,Islands/Banks,,,one,,
Triefenbach down,11/07/2018,distance housing,L,,200,m,
Triefenbach down,11/07/2018,distance housing,R,,>1000,m,
Triefenbach down,11/07/2018,distance street,L,,20,m,
Triefenbach down,11/07/2018,distance street,R,,20,m,
Triefenbach down,11/07/2018,height landscape-level,L,,1,m,
Triefenbach down,11/07/2018,height landscape-level,R,,5,m,
Triefenbach down,11/07/2018,distance landscape-level,L,,1,m,
Triefenbach down,11/07/2018,distance landscape-level,R,,15,m,
Triefenbach down,11/07/2018,Distance field,L,,30,m,
Triefenbach down,11/07/2018,Distance field,R,,50,m,
Triefenbach down,11/07/2018,curvature,,,2,,
Triefenbach down,11/07/2018,Banks,,,rudiments,,Uferbänke
Triefenbach down,11/07/2018,shore vegetation cover: Forest,L,,10,%,
Triefenbach down,11/07/2018,shore vegetation cover: Reed,L,,20,%,
Triefenbach down,11/07/2018,shore vegetation cover: Shrubbery,L,,20,%,
Triefenbach down,11/07/2018,shore vegetation cover: Tall Forbs,L,,50,%,
Triefenbach down,11/07/2018,shore vegetation cover: Meadow,L,,NA,%,
Triefenbach down,11/07/2018,shore vegetation cover:  Vegetation Free,L,,NA,%,
Triefenbach down,11/07/2018,shore vegetation cover:  Agriculture,L,,NA,%,
Triefenbach down,11/07/2018,shore vegetation height: Forest,L,,10,m,
Triefenbach down,11/07/2018,shore vegetation height: Reed,L,,2,m,
Triefenbach down,11/07/2018,shore vegetation height: Shrubbery,L,,4,m,
Triefenbach down,11/07/2018,shore vegetation height: Tall Forbs,L,,2,m,
Triefenbach down,11/07/2018,shore vegetation height:  Meadow,L,,NA,m,
Triefenbach down,11/07/2018,shore vegetation height:  Agriculture,L,,NA,m,
Triefenbach down,11/07/2018,shore vegetation cover: Forest,R,,40,%,
Triefenbach down,11/07/2018,shore vegetation cover: Reed,R,,NA,%,
Triefenbach down,11/07/2018,shore vegetation cover: Shrubbery,R,,30,%,
Triefenbach down,11/07/2018,shore vegetation cover: Tall Forbs,R,,30,%,
Triefenbach down,11/07/2018,shore vegetation cover: Meadow,R,,NA,%,
Triefenbach down,11/07/2018,shore vegetation cover:  Vegetation Free,R,,NA,%,
Triefenbach down,11/07/2018,shore vegetation cover:  Agriculture,R,,NA,%,
Triefenbach down,11/07/2018,shore vegetation height: Forest,R,,15,m,
Triefenbach down,11/07/2018,shore vegetation height: Reed,R,,NA,m,
Triefenbach down,11/07/2018,shore vegetation height: Shrubbery,R,,2,m,
Triefenbach down,11/07/2018,shore vegetation height: Tall Forbs,R,,2,m,
Triefenbach down,11/07/2018,shore vegetation height:  Meadow,R,,NA,m,
Triefenbach down,11/07/2018,shore vegetation height:  Agriculture,R,,NA,m,
Triefenbach down,11/07/2018,land use: Forest,L,,20,%,
Triefenbach down,11/07/2018,land use: Fallow,L,,NA,%,
Triefenbach down,11/07/2018,land use: Meadows & Pastures,L,,NA,%,
Triefenbach down,11/07/2018,land use: Agriculture,L,,80,%,
Triefenbach down,11/07/2018,land use: Housing,L,,NA,%,
Triefenbach down,11/07/2018,land use: Other,L,,NA,%,
Triefenbach down,11/07/2018,land use: Forest,R,,20,%,
Triefenbach down,11/07/2018,land use: Fallow,R,,NA,%,
Triefenbach down,11/07/2018,land use: Meadows & Pastures,R,,NA,%,
Triefenbach down,11/07/2018,land use: Agriculture,R,,80,%,
Triefenbach down,11/07/2018,land use: Housing,R,,NA,%,
Triefenbach down,11/07/2018,land use: Other,R,,NA,%,
Triefenbach down,11/07/2018,Shading Elements (southwards),,,55,%,
Triefenbach down,11/07/2018,Flooding of shore,,,yes,,
Triefenbach down,11/07/2018,Islands/Banks,,,no,,
Modenbach down,11/07/2018,distance housing,L,,5,m,
Modenbach down,11/07/2018,distance housing,R,,80,m,
Modenbach down,11/07/2018,distance street,L,,50,m,
Modenbach down,11/07/2018,distance street,R,,50,m,
Modenbach down,11/07/2018,height landscape-level,L,,1,m,
Modenbach down,11/07/2018,height landscape-level,R,,2,m,
Modenbach down,11/07/2018,distance landscape-level,L,,1,m,
Modenbach down,11/07/2018,distance landscape-level,R,,1,m,
Modenbach down,11/07/2018,Distance field,L,,5,m,
Modenbach down,11/07/2018,Distance field,R,,5,m,
Modenbach down,11/07/2018,curvature,,,6,,
Modenbach down,11/07/2018,Banks,,,rudiments,,Uferbänke
Modenbach down,11/07/2018,shore vegetation cover: Forest,L,,NA,%,
Modenbach down,11/07/2018,shore vegetation cover: Reed,L,,NA,%,
Modenbach down,11/07/2018,shore vegetation cover: Shrubbery,L,,NA,%,
Modenbach down,11/07/2018,shore vegetation cover: Tall Forbs,L,,20,%,
Modenbach down,11/07/2018,shore vegetation cover: Meadow,L,,80,%,
Modenbach down,11/07/2018,shore vegetation cover:  Vegetation Free,L,,NA,%,
Modenbach down,11/07/2018,shore vegetation cover:  Agriculture,L,,NA,%,
Modenbach down,11/07/2018,shore vegetation height: Forest,L,,NA,m,
Modenbach down,11/07/2018,shore vegetation height: Reed,L,,NA,m,
Modenbach down,11/07/2018,shore vegetation height: Shrubbery,L,,NA,m,
Modenbach down,11/07/2018,shore vegetation height: Tall Forbs,L,,1,m,
Modenbach down,11/07/2018,shore vegetation height:  Meadow,L,,1,m,
Modenbach down,11/07/2018,shore vegetation height:  Agriculture,L,,NA,m,
Modenbach down,11/07/2018,shore vegetation cover: Forest,R,,30,%,
Modenbach down,11/07/2018,shore vegetation cover: Reed,R,,NA,%,
Modenbach down,11/07/2018,shore vegetation cover: Shrubbery,R,,20,%,
Modenbach down,11/07/2018,shore vegetation cover: Tall Forbs,R,,20,%,
Modenbach down,11/07/2018,shore vegetation cover: Meadow,R,,30,%,
Modenbach down,11/07/2018,shore vegetation cover:  Vegetation Free,R,,NA,%,
Modenbach down,11/07/2018,shore vegetation cover:  Agriculture,R,,NA,%,
Modenbach down,11/07/2018,shore vegetation height: Forest,R,,20,m,
Modenbach down,11/07/2018,shore vegetation height: Reed,R,,NA,m,
Modenbach down,11/07/2018,shore vegetation height: Shrubbery,R,,4,m,
Modenbach down,11/07/2018,shore vegetation height: Tall Forbs,R,,3,m,
Modenbach down,11/07/2018,shore vegetation height:  Meadow,R,,1,m,
Modenbach down,11/07/2018,shore vegetation height:  Agriculture,R,,NA,m,
Modenbach down,11/07/2018,land use: Forest,L,,NA,%,
Modenbach down,11/07/2018,land use: Fallow,L,,NA,%,
Modenbach down,11/07/2018,land use: Meadows & Pastures,L,,NA,%,
Modenbach down,11/07/2018,land use: Agriculture,L,,100,%,
Modenbach down,11/07/2018,land use: Housing,L,,NA,%,
Modenbach down,11/07/2018,land use: Other,L,,NA,%,
Modenbach down,11/07/2018,land use: Forest,R,,NA,%,
Modenbach down,11/07/2018,land use: Fallow,R,,NA,%,
Modenbach down,11/07/2018,land use: Meadows & Pastures,R,,NA,%,
Modenbach down,11/07/2018,land use: Agriculture,R,,90,%,
Modenbach down,11/07/2018,land use: Housing,R,,10,%,
Modenbach down,11/07/2018,land use: Other,R,,NA,%,
Modenbach down,11/07/2018,Shading Elements (southwards),,,90,%,
Modenbach down,11/07/2018,Flooding of shore,,,no,,
Modenbach down,11/07/2018,Islands/Banks,,,no,,
Modenbach up,11/07/2018,distance housing,L,,>1000,m,
Modenbach up,11/07/2018,distance housing,R,,>1000,m,
Modenbach up,11/07/2018,distance street,L,,15,m,
Modenbach up,11/07/2018,distance street,R,,15,m,
Modenbach up,11/07/2018,height landscape-level,L,,0.5,m,data used from March
Modenbach up,11/07/2018,height landscape-level,R,,0.7,m,data used from March
Modenbach up,11/07/2018,distance landscape-level,L,,2,m,data used from March
